iter	RMSE
382	0.5987315616
383	0.5984032381
384	0.5981054384
385	0.5978186732
386	0.597425338
387	0.59701236
388	0.5967090617
389	0.5962020259
390	0.5957789732
391	0.5955457215
392	0.5951064544
393	0.5949184391
394	0.5944845189
395	0.5941767709
396	0.5939185944
397	0.5939114981
398	0.5934980208
399	0.5930328901
400	0.5928000416
401	0.5925197365
402	0.5921173535
403	0.5917749289
404	0.5917681347
405	0.5915522721
406	0.5911614936
407	0.5908077469
408	0.590564232
409	0.5901544457
410	0.5896753863
411	0.5892890056
412	0.5889398886
413	0.5889329539
414	0.5884474273
415	0.5881130037
416	0.5876880178
417	0.5876414647
418	0.5872858535
419	0.5871274842
420	0.5868009961
421	0.5863873449
422	0.586161613
423	0.5859227643
424	0.5856272269
425	0.5851539047
426	0.5846775025
427	0.5842990802
428	0.5839055676
429	0.5836045442
430	0.5832886784
431	0.5828673976
432	0.5824371727
433	0.5821075863
434	0.5820984622
435	0.5817663134
436	0.581417395
437	0.581006579
438	0.5806676207
439	0.5802642916
440	0.5801995651
441	0.579923794
442	0.5796454825
443	0.5794539183
444	0.5791971896
445	0.5788078461
446	0.5786202895
447	0.5782809446
448	0.5780287804
449	0.5777309817
450	0.5777223371
451	0.5774599211
452	0.5770540733
453	0.5766603495
454	0.5763696475
455	0.5762060159
456	0.5758872577
457	0.5755642403
458	0.5755558896
459	0.5752058667
460	0.5749197146
461	0.5745627649
462	0.5743321797
463	0.5740527586
464	0.5738943828
465	0.5735345354
466	0.5731459674
467	0.5729055938
468	0.5726591443
469	0.5722111256
470	0.5717965327
471	0.5715655605
472	0.5711040277
473	0.5706726438
474	0.5701908369
475	0.5697803918
476	0.5693657337
477	0.5691117599
478	0.5688238597
479	0.5686556538
480	0.5686116395
481	0.5686062602
482	0.5682823125
483	0.5680253396
484	0.5677116768
485	0.5674558887
486	0.5671267561
487	0.5668408789
488	0.5665693056
489	0.5663011874
490	0.5660478334
491	0.56575777
492	0.5654513741
493	0.5651823817
494	0.5651330972
495	0.5648685458
496	0.5644316943
497	0.5641948029
498	0.5639269007
499	0.5636304635
500	0.563431863
501	0.5631314053
502	0.5628476706
503	0.5624470567
504	0.5621053488
505	0.5618358724
506	0.5615160531
507	0.5612374673
508	0.56093554
509	0.5606723556
510	0.5605435657
511	0.5603791433
512	0.5601730801
513	0.5598167711
514	0.5594855002
515	0.5591585083
516	0.5588384672
517	0.5586076212
518	0.5583508511
519	0.5579098012
520	0.557685479
521	0.5574216995
522	0.5571826123
523	0.5568776345
524	0.5564999357
525	0.5560489491
526	0.5557201942
527	0.555364391
528	0.5551025271
529	0.5548705353
530	0.5543926366
531	0.554002189
532	0.5537753363
533	0.5536356719
534	0.5534613812
535	0.5531968287
536	0.5529234285
537	0.5526496048
538	0.552423106
539	0.552128856
540	0.5518534406
541	0.5515681639
542	0.5514530961
543	0.5512629102
544	0.5509151209
545	0.5506274492
546	0.5503838287
547	0.5501923157
548	0.5499596935
549	0.549697813
550	0.5494428496
551	0.5492395561
552	0.5489720078
553	0.548524526
554	0.548052308
555	0.54778562
556	0.5474581132
557	0.5472025446
558	0.5468483296
559	0.5465004296
560	0.5461682557
561	0.5459744352
562	0.5458353704
563	0.5455479723
564	0.5452718808
565	0.5449627186
566	0.5447823852
567	0.544437751
568	0.5442354294
569	0.5438972215
570	0.5435460192
571	0.5433290045
572	0.5430742225
573	0.5428008336
574	0.5426436872
575	0.5424647603
576	0.5421916938
577	0.541872184
578	0.5416588572
579	0.5414109035
580	0.5412331808
581	0.5408332715
582	0.5405791426
583	0.5402470145
584	0.5399503357
585	0.5397441694
586	0.5397082651
587	0.5394057954
588	0.5391499254
589	0.5387818995
590	0.5386125195
591	0.5384619239
592	0.5380803738
593	0.5378515625
594	0.537624776
595	0.537367694
596	0.5370909716
597	0.5369012497
598	0.5367947338
599	0.5365450778
600	0.5362733884
601	0.5360561541
602	0.5358557279
603	0.5356360788
604	0.5354734484
605	0.5352125367
606	0.5348387557
607	0.5345855212
608	0.5343759215
609	0.5341406306
610	0.5338898528
611	0.533641552
612	0.5332438124
613	0.5329872895
614	0.532777172
615	0.5325092987
616	0.5322242897
617	0.5319328245
618	0.5316632921
619	0.5313880443
620	0.5311799835
621	0.530827553
622	0.5305060815
623	0.5304125805
624	0.5304051484
625	0.5302315138
626	0.5299316642
627	0.5296550651
628	0.5295233663
629	0.5291133727
630	0.5289605979
631	0.5286966798
632	0.5286833011
633	0.5284884916
634	0.5282013505
635	0.5279664952
636	0.5277147275
637	0.5274814879
638	0.5272998022
639	0.5270907044
640	0.5267812867
641	0.5264605094
642	0.5262198653
643	0.5257684342
644	0.5255146653
645	0.5252768877
646	0.5249635989
647	0.5248571008
648	0.5245803489
649	0.5244120967
650	0.5240665333
651	0.5237077283
652	0.523495591
653	0.5231846586
654	0.5229043411
655	0.5226964011
656	0.5224280802
657	0.5222414419
658	0.521962699
659	0.5216639573
660	0.5213992397
661	0.5212427689
662	0.5209531474
663	0.5207001659
664	0.5205445721
665	0.5203516449
666	0.5201074613
667	0.5198238518
668	0.5196075985
669	0.5193892958
670	0.5191809956
671	0.5190388604
672	0.518796429
673	0.5185229325
674	0.5182593694
675	0.5180118949
676	0.5178270876
677	0.517609507
678	0.5174438855
679	0.5171848103
680	0.5167771144
681	0.5165135357
682	0.5162346064
683	0.515987983
684	0.515695991
685	0.5154715139
686	0.5152860032
687	0.5149855776
688	0.5147876874
689	0.5145727326
690	0.5143249106
691	0.5140715064
692	0.513835022
693	0.5135565779
694	0.5133374911
695	0.5132168983
696	0.5128077928
697	0.5125041973
698	0.5122239105
699	0.5119143902
700	0.5116256424
701	0.5114686915
702	0.5111872186
703	0.5109596205
704	0.5107301487
705	0.5104920251
706	0.5101964528
707	0.5101149093
708	0.5099058635
709	0.5096682438
710	0.5094271777
711	0.5091592954
712	0.5089667604
713	0.5085709988
714	0.5083580152
715	0.5081646278
716	0.5079369875
717	0.5077290527
718	0.5074179462
719	0.5072675167
720	0.5070866419
721	0.5068575402
722	0.5066407634
723	0.5062787831
724	0.5059704236
725	0.5057967949
726	0.5054792924
727	0.5052782576
728	0.5052115363
729	0.5050682473
730	0.5048223017
731	0.5045497953
732	0.5042941879
733	0.5041481054
734	0.5039203844
735	0.503721192
736	0.5034621435
737	0.5031800738
738	0.5029611278
739	0.5027903533
740	0.5026436873
741	0.5023870665
742	0.5021744371
743	0.5019300603
744	0.5017753564
745	0.5014867932
746	0.5013368867
747	0.5012383352
748	0.5009758249
749	0.5007190512
750	0.5004882394
751	0.5003087523
752	0.5001642198
753	0.4999410741
754	0.4996688124
755	0.4994014827
756	0.4992773222
757	0.4990271204
758	0.4987696058
759	0.4985808393
760	0.4985483829
761	0.498236097
762	0.4980731613
763	0.4978948613
764	0.497704536
765	0.4974323833
766	0.4972051626
767	0.4970046024
768	0.4967238963
769	0.4963795153
770	0.4961046939
771	0.4959582622
772	0.4955459065
773	0.4952749267
774	0.4949951559
775	0.4948721257
776	0.4948138638
777	0.4946294157
778	0.4944823715
779	0.4942251865
780	0.4939169432
781	0.4936853282
782	0.4935839523
783	0.4934284075
784	0.4932562307
785	0.4929186537
786	0.4927146509
787	0.4924901723
788	0.4921808839
789	0.4920184708
790	0.4917881744
791	0.4915351972
792	0.4912109697
793	0.4909073808
794	0.4907483634
795	0.490472592
796	0.4901964325
797	0.4898691376
798	0.4897651607
799	0.4893769239
800	0.489220683
801	0.4889998889
802	0.4887690812
803	0.4885619553
804	0.4883224232
805	0.4880651352
806	0.4877850408
807	0.4875604175
808	0.4873565587
809	0.4871514276
810	0.4870855448
811	0.4869888807
812	0.4868691109
813	0.4866692104
814	0.4864250659
815	0.4862613115
816	0.4860680845
817	0.4858094504
818	0.4855167571
819	0.4854080377
820	0.4851886287
821	0.4849806472
822	0.484763557
823	0.4846925602
824	0.4844679161
825	0.484192165
826	0.4839701545
827	0.4838404296
828	0.4836444503
829	0.4832909019
830	0.4829945268
831	0.4828808989
832	0.4826682231
833	0.4825351335
834	0.4823644267
835	0.4822412098
836	0.4820826679
837	0.4819777155
838	0.4817238744
839	0.4815818208
840	0.4813846902
841	0.4812737501
842	0.4812494785
843	0.4809966036
844	0.4808526747
845	0.4808034674
846	0.4805939764
847	0.4804112474
848	0.4802099208
849	0.480005501
850	0.4798062416
851	0.4796159268
852	0.4794300113
853	0.4791771037
854	0.4789749354
855	0.4787891204
856	0.4785663099
857	0.4783909358
858	0.4781762235
859	0.4779926848
860	0.4778022937
861	0.4777984163
862	0.4775942476
863	0.4774042785
864	0.4771966355
865	0.4771337506
866	0.4769278088
867	0.4767698562
868	0.4765204423
869	0.4765153436
870	0.4764774268
871	0.4762891667
872	0.4761119911
873	0.4759818875
874	0.4757693733
875	0.4757349682
876	0.4754602267
877	0.475271883
878	0.4749200817
879	0.4747522237
880	0.4744998316
881	0.4742330373
882	0.4739672232
883	0.4738209927
884	0.4736208231
885	0.473513202
886	0.4733720678
887	0.4731623484
888	0.4731084437
889	0.4729351241
890	0.4727584915
891	0.472608825
892	0.4724829714
893	0.4721963265
894	0.4720057134
895	0.4719745896
896	0.4717270627
897	0.4714877197
898	0.4713365921
899	0.4711570131
900	0.4709822059
901	0.4707265832
902	0.4705252491
903	0.4703315449
904	0.4701592716
905	0.4699254113
906	0.4697555362
907	0.4696091724
908	0.4692460222
909	0.4690692101
910	0.4688753225
911	0.468742272
912	0.4685945871
913	0.4683523698
914	0.4681396191
915	0.4679382321
916	0.4677819335
917	0.467566108
918	0.4674077807
919	0.4672591272
920	0.4670513771
921	0.4669253833
922	0.4666772109
923	0.4664592156
924	0.4661761822
925	0.4659684785
926	0.4658056537
927	0.4656759398
928	0.4654667521
929	0.4652900906
930	0.4648669089
931	0.4645673238
932	0.4643333547
933	0.4641991083
934	0.4640333935
935	0.4638330587
936	0.4635430725
937	0.4633555347
938	0.463133537
939	0.4629401955
940	0.4627616267
941	0.4625034368
942	0.4623583633
943	0.4621830388
944	0.461920358
945	0.4617730938
946	0.4616194447
947	0.4614560718
948	0.4613006184
949	0.4610307971
950	0.4608734458
951	0.4606259326
952	0.4604256305
953	0.460233973
954	0.4600261855
955	0.4598333761
956	0.4596035925
957	0.4593522347
958	0.4592367489
959	0.4590464928
960	0.4588780487
961	0.4587593228
962	0.4585320566
963	0.4583147228
964	0.4581573432
965	0.4579428253
966	0.4577593641
967	0.4575953233
968	0.4572648678
969	0.4570727956
970	0.4569158242
971	0.4567545127
972	0.4565069281
973	0.4563439908
974	0.4561105425
975	0.4558998822
976	0.4557873478
977	0.4556769802
978	0.4554274423
979	0.4552582058
980	0.4551871287
981	0.4549695337
982	0.4548280783
983	0.4546763393
984	0.4545068711
985	0.4544126769
986	0.4542684501
987	0.4541335698
988	0.4540834344
989	0.4538447471
990	0.4536879149
991	0.4535231251
992	0.4532982416
993	0.4531579326
994	0.4530043098
995	0.4528776306
996	0.4527310879
997	0.4525957524
998	0.452476744
999	0.4522886604
