iter	RMSE
305	0.6107865941
306	0.6105947372
307	0.6102628373
308	0.609891178
309	0.609643421
310	0.6094410531
311	0.6092042758
312	0.6088940077
313	0.6086547113
314	0.6082835571
315	0.6080471242
316	0.6079726606
317	0.6077409172
318	0.6074766473
319	0.6072676421
320	0.6068208486
321	0.6065595451
322	0.606182368
323	0.6059515953
324	0.6057676694
325	0.6055092403
326	0.6051383141
327	0.6049753756
328	0.6047029123
329	0.6044691598
330	0.6041407517
331	0.6037834161
332	0.6036259012
333	0.6032746321
334	0.6030750431
335	0.602812804
336	0.6025887518
337	0.6021949796
338	0.6018245988
339	0.6015980195
340	0.6012063099
341	0.6008505921
342	0.6006009823
343	0.6004436188
344	0.6001784202
345	0.5998974226
346	0.5996674811
347	0.5994081866
348	0.5991856364
349	0.5989216051
350	0.5987765515
351	0.5985553847
352	0.598375037
353	0.5981334232
354	0.5978892656
355	0.5975740731
356	0.5974061729
357	0.5972083636
358	0.5970161157
359	0.5966456016
360	0.5963390912
361	0.596071983
362	0.5958472924
363	0.5956383291
364	0.5954112327
365	0.5950354753
366	0.5947993854
367	0.5946886534
368	0.5945159212
369	0.5943295654
370	0.5940580269
371	0.5938623564
372	0.5937254743
373	0.5935033207
374	0.5933181305
375	0.5931641763
376	0.5928630626
377	0.5927363564
378	0.5925140922
379	0.5922658448
380	0.5920740445
381	0.5918037418
382	0.5916935535
383	0.5914458203
384	0.5911228565
385	0.5908408719
386	0.5905817867
387	0.5903488423
388	0.5901367631
389	0.5898049297
390	0.5894721087
391	0.5892281673
392	0.5889484591
393	0.5887344938
394	0.5884385565
395	0.5881533325
396	0.5880418208
397	0.5878621649
398	0.5876166328
399	0.5874047615
400	0.5871679335
401	0.5868782772
402	0.586589863
403	0.5864808831
404	0.5861966834
405	0.5859664519
406	0.5856537721
407	0.5854705343
408	0.5851389258
409	0.5848811521
410	0.5846560761
411	0.5844135368
412	0.5840438914
413	0.5837965672
414	0.5835386762
415	0.5830450558
416	0.5827802432
417	0.5824225533
418	0.5821064111
419	0.5817748777
420	0.5813455233
421	0.581126195
422	0.5808039572
423	0.5806394987
424	0.5804018119
425	0.5802203617
426	0.5799311679
427	0.5797012555
428	0.5794627531
429	0.5792662727
430	0.5789521009
431	0.5787055305
432	0.5784826357
433	0.5780243245
434	0.5775796868
435	0.5773369068
436	0.5771127644
437	0.5768899416
438	0.5765742225
439	0.5762306632
440	0.5760421784
441	0.5758345325
442	0.5755327115
443	0.5752857979
444	0.5750427715
445	0.5747086753
446	0.5743731755
447	0.5742022778
448	0.57385372
449	0.5736366098
450	0.5734290857
451	0.5731143583
452	0.5730009546
453	0.5727790256
454	0.572458452
455	0.5722286605
456	0.5720441447
457	0.5718256674
458	0.5715967144
459	0.5713785835
460	0.5711178286
461	0.5708139081
462	0.5705776225
463	0.5703216403
464	0.5700971629
465	0.5699187386
466	0.569647696
467	0.5693442501
468	0.5691111052
469	0.5688596546
470	0.5685864155
471	0.5683916749
472	0.5681594999
473	0.5680315484
474	0.56776009
475	0.5674629752
476	0.5671256677
477	0.5669023596
478	0.5665863772
479	0.5663471204
480	0.5661099965
481	0.5658493284
482	0.5657139891
483	0.5655849505
484	0.5654349081
485	0.5652419201
486	0.5649310711
487	0.5647314698
488	0.5644788437
489	0.5641201754
490	0.5638602369
491	0.563769955
492	0.5636718053
493	0.563529118
494	0.563386229
495	0.5631295711
496	0.5629913317
497	0.562812637
498	0.5624789427
499	0.5622509866
500	0.5621683454
501	0.5618129551
502	0.561452679
503	0.5613707427
504	0.561271062
505	0.5612106988
506	0.5607788632
507	0.5605730264
508	0.5603603219
509	0.5600839526
510	0.5598742844
511	0.5595031886
512	0.5592958109
513	0.55914677
514	0.5589589282
515	0.5588557997
516	0.5586437797
517	0.5584677163
518	0.5583075704
519	0.558148843
520	0.5578567758
521	0.5576632433
522	0.5576531981
523	0.5573974821
524	0.5570505503
525	0.5568212941
526	0.556500448
527	0.5562846623
528	0.5560150824
529	0.5558584564
530	0.555653013
531	0.5555248825
532	0.5553306192
533	0.5551150501
534	0.5548459629
535	0.5547187626
536	0.5544928786
537	0.5542975449
538	0.5541466572
539	0.553976887
540	0.5538776019
541	0.5535589039
542	0.5533557734
543	0.5533165424
544	0.5531301808
545	0.5528096374
546	0.5526377394
547	0.5523511401
548	0.5523428032
549	0.5520477068
550	0.5518261599
551	0.5515701029
552	0.5514322586
553	0.5512164446
554	0.5510423775
555	0.5508661414
556	0.5507162297
557	0.5505416964
558	0.5504214087
559	0.5503108457
560	0.5501488774
561	0.5498864813
562	0.549680925
563	0.549674359
564	0.5494275222
565	0.5492244011
566	0.5490930104
567	0.5488756182
568	0.5486505751
569	0.5483896533
570	0.5482071687
571	0.5481995861
572	0.5480489754
573	0.5478400994
574	0.5476374852
575	0.5474893187
576	0.5472526188
577	0.5470653383
578	0.5468390256
579	0.5466069293
580	0.5464163366
581	0.5462745417
582	0.5461157877
583	0.5460163341
584	0.5458234717
585	0.5456747031
586	0.5455213886
587	0.5453485738
588	0.545231372
589	0.5450742304
590	0.5447359216
591	0.5445893624
592	0.5444185901
593	0.5442233196
594	0.5440071565
595	0.5437431395
596	0.5437360816
597	0.543630188
598	0.5435010605
599	0.5434041175
600	0.5431441251
601	0.5429287175
602	0.542678865
603	0.5425980665
604	0.542334278
605	0.542113335
606	0.5419720556
607	0.5417301992
608	0.5415262876
609	0.5415208511
610	0.5412648074
611	0.5410255583
612	0.5407426448
613	0.5406160002
614	0.5403470733
615	0.5401547938
616	0.540041238
617	0.5398659808
618	0.5397283242
619	0.5394170673
620	0.5393027774
621	0.5391580647
622	0.5389974985
623	0.5389288781
624	0.5387470621
625	0.5385628525
626	0.5385574194
627	0.5383506236
628	0.5382121971
629	0.5381354146
630	0.537889447
631	0.5378080659
632	0.5377005733
633	0.5374759612
634	0.5372784014
635	0.5372061085
636	0.5370370977
637	0.5368989537
638	0.5368126702
639	0.5366089183
640	0.5364494198
641	0.536310331
642	0.5361076477
643	0.5359809395
644	0.5359172963
645	0.5357065442
646	0.5353846706
647	0.5352557255
648	0.5351847484
649	0.5350950269
650	0.5348964738
651	0.534735894
652	0.5345722627
653	0.5343631836
654	0.5341042203
655	0.5339422565
656	0.5337928814
657	0.5335062041
658	0.5333788541
659	0.5332972316
660	0.533087191
661	0.5327213234
662	0.5324715944
663	0.5322951747
664	0.5321020197
665	0.5319857423
666	0.5319363161
667	0.5318180487
668	0.5316210707
669	0.531454563
670	0.5314378538
671	0.5312899276
672	0.5310605575
673	0.5309124099
674	0.5307872589
675	0.5305592317
676	0.5302570174
677	0.5301492588
678	0.5300455122
679	0.5298336965
680	0.5295740331
681	0.5294233587
682	0.5292885376
683	0.5290323646
684	0.5289306811
685	0.528712893
686	0.52870845
687	0.5285128351
688	0.5281925304
689	0.5280013917
690	0.5279611787
691	0.5278119748
692	0.5276381906
693	0.527510187
694	0.5273644896
695	0.5271279538
696	0.5271053961
697	0.527000799
698	0.5268678586
699	0.5266802277
700	0.5265402423
701	0.5264646825
702	0.5262998537
703	0.5260465331
704	0.5258407454
705	0.5257458578
706	0.5255421432
707	0.5254092525
708	0.5252541593
709	0.5251117947
710	0.524944801
711	0.524870573
712	0.524741646
713	0.5245886596
714	0.5244714706
715	0.5242974046
716	0.5241516208
717	0.5239614651
718	0.523732131
719	0.5235012384
720	0.5233411264
721	0.5231948709
722	0.5230933757
723	0.5230894558
724	0.522956965
725	0.5227021478
726	0.5225180568
727	0.5222863492
728	0.5221358699
729	0.5220012596
730	0.5218103993
731	0.5217286258
732	0.5216616249
733	0.5214299477
734	0.5213114977
735	0.5212119034
736	0.5210368684
737	0.5209152963
738	0.5206119596
739	0.5204469572
740	0.5202820169
741	0.520181738
742	0.5201420628
743	0.5200491995
744	0.5199472262
745	0.5198021306
746	0.5196323036
747	0.5195082311
748	0.5193380754
749	0.5191652146
750	0.5191104434
751	0.5189960419
752	0.5188159453
753	0.5186309067
754	0.5184931289
755	0.518342113
756	0.5181829156
757	0.5180867048
758	0.5179487159
759	0.5178228781
760	0.5176690223
761	0.5176332553
762	0.517405626
763	0.5172462751
764	0.517092564
765	0.5169258011
766	0.5168431894
767	0.5165614754
768	0.5165576489
769	0.516407989
770	0.5163282828
771	0.5161285389
772	0.5159511819
773	0.5159319954
774	0.5155795937
775	0.5153077088
776	0.5152519661
777	0.5150990615
778	0.5150269172
779	0.5148682541
780	0.5147922707
781	0.5145539684
782	0.5144676733
783	0.5143364687
784	0.5141825163
785	0.5138885075
786	0.5137448207
787	0.5135467257
788	0.5134110028
789	0.5132434969
790	0.5131644483
791	0.512993809
792	0.5128369507
793	0.5127966767
794	0.5125640428
795	0.51256029
796	0.5123877589
797	0.512251884
798	0.512070099
799	0.5120011264
800	0.5118610513
801	0.5116147269
802	0.5115303034
803	0.5113076108
804	0.5112459888
805	0.5110620268
806	0.5110005995
807	0.5106694068
808	0.51056709
809	0.5105638073
810	0.5104450804
811	0.5103587822
812	0.5102206156
813	0.5102157578
814	0.5101400419
815	0.5099807657
816	0.5098138526
817	0.5096817319
818	0.5095959951
819	0.5093955902
820	0.5091446002
821	0.5090609604
822	0.5088900196
823	0.5087753495
824	0.5085351052
825	0.5084624987
826	0.508255919
827	0.5081412735
828	0.5079684924
829	0.5076609819
830	0.5074111457
831	0.5073098205
832	0.5071553124
833	0.5070830858
834	0.5069240997
835	0.5068070449
836	0.5067067596
837	0.5065680911
838	0.5064842381
839	0.5063651373
840	0.5062523193
841	0.50613208
842	0.5059797144
843	0.5059100515
844	0.5057672799
845	0.5056136728
846	0.5055013201
847	0.5052739292
848	0.5051917093
849	0.5051273749
850	0.504955042
851	0.5049026655
852	0.5047623164
853	0.5046984623
854	0.5045907978
855	0.5045857726
856	0.5044527401
857	0.5043048095
858	0.5041380359
859	0.5039949902
860	0.5038589999
861	0.5036232953
862	0.5035411586
863	0.5033721789
864	0.5033044766
865	0.5031487421
866	0.5030540187
867	0.5028539851
868	0.5025459406
869	0.5024823063
870	0.5024226788
871	0.5023516702
872	0.5022388298
873	0.502235731
874	0.5020788124
875	0.5019045512
876	0.5018163894
877	0.5016871026
878	0.5015173453
879	0.5014670798
880	0.5013830496
881	0.5013150673
882	0.5011636425
883	0.5009902623
884	0.5008691514
885	0.5007136753
886	0.5004397896
887	0.5002595247
888	0.5000412002
889	0.4999594688
890	0.4998596163
891	0.4998493967
892	0.4997091804
893	0.4996410995
894	0.499453149
895	0.4993054056
896	0.4993023727
897	0.4991345452
898	0.4990640232
899	0.4989286673
900	0.4987379063
901	0.4986504428
902	0.4985460144
903	0.4983035744
904	0.4982468883
905	0.498240267
906	0.4979899098
907	0.4978907075
908	0.497712047
909	0.4975924268
910	0.4974245963
911	0.4972870553
912	0.4971162207
913	0.4969971999
914	0.4969949539
915	0.4968468796
916	0.4967297153
917	0.4965769715
918	0.4964564143
919	0.4962816295
920	0.4962797391
921	0.4961886079
922	0.4961477463
923	0.4961452764
924	0.4960470795
925	0.4958879648
926	0.4958130249
927	0.4956958
928	0.4954678796
929	0.4953176394
930	0.4951886257
931	0.4951659894
932	0.4951090322
933	0.4949850521
934	0.4947378536
935	0.4946150756
936	0.4944185088
937	0.4942546822
938	0.4940813324
939	0.4938836571
940	0.4936984453
941	0.4936519629
942	0.4934584165
943	0.4933809513
944	0.4932237549
945	0.4931410187
946	0.493058115
947	0.4928522752
948	0.4927620465
949	0.4926207321
950	0.4924943606
951	0.4924436556
952	0.4923052464
953	0.4922888786
954	0.4921341287
955	0.4919691398
956	0.4916746435
957	0.491464631
958	0.4913272132
959	0.4912300719
960	0.4910094308
961	0.4909017214
962	0.4907404101
963	0.4906095001
964	0.4903802846
965	0.4901775522
966	0.4900960598
967	0.490029065
968	0.489889197
969	0.4897847593
970	0.4896371806
971	0.4895402804
972	0.4893596183
973	0.4891667964
974	0.4890422919
975	0.4889627055
976	0.4888476422
977	0.4886426022
978	0.4885205574
979	0.4884506067
980	0.4883489471
981	0.4881617415
982	0.4880380886
983	0.4879424729
984	0.4877170276
985	0.487582586
986	0.4874948069
987	0.4873816929
988	0.4872644731
989	0.4871375405
990	0.4870699619
991	0.4869335798
992	0.4868040581
993	0.4866083935
994	0.4864345408
995	0.4863252085
996	0.4862108261
997	0.4860008574
998	0.4858171003
999	0.4856774615
